Transaction_ID,Transaction_Date,Credit_Card_ID,Transaction_Value,Transaction_Segment
CTID97004492,2016-02-19,6557-2662-6932-6028,10462,SEG14
CTID55308064,2016-02-02,2219-4852-5937-6242,15263,SEG20
CTID75940477,2016-01-18,9310-6095-5617-9905,6974,SEG20
CTID54108374,2016-12-01,5283-6135-5709-4452,10022,SEG14
CTID98344508,2016-09-25,2911-7555-3093-9231,46029,SEG11
CTID23312845,2016-12-03,5144-5591-4640-2208,25476,SEG21
CTID85511936,2016-07-26,9542-6082-9630-9970,19668,SEG15
CTID56758006,2016-04-13,2830-1922-3225-5423,17469,SEG15
CTID66168716,2016-06-27,4246-1369-3659-8804,42036,SEG19
CTID63368577,2016-04-14,2264-2870-6785-2725,41583,SEG21
CTID66300771,2016-10-10,5447-4124-3337-6163,2812,SEG15
CTID47812703,2016-01-29,4843-3880-6792-2259,37203,SEG16
CTID69860017,2016-08-30,8272-7202-4112-6502,40126,SEG25
CTID20347346,2016-07-04,6148-9835-7115-4405,48633,SEG12
CTID32113186,2016-09-22,7430-6895-6227-4665,9769,SEG21
CTID18692195,2016-08-04,4037-7862-8119-1361,22700,SEG24
CTID88378447,2016-11-22,1782-8675-4061-3666,15006,SEG25
CTID75591496,2016-12-05,8518-4517-6409-6976,28581,SEG24
CTID95299318,2016-10-20,3594-2190-6052-1265,16973,SEG14
CTID43403783,2016-03-10,8518-4517-6409-6976,12672,SEG20
CTID38278867,2016-10-08,1683-2865-3396-4925,31916,SEG13
CTID66664166,2016-09-13,2834-5946-1542-4074,1637,SEG16
CTID18791035,2016-03-17,2219-4852-5937-6242,1473,SEG22
CTID81634002,2016-05-06,7168-9862-2659-8550,1069,SEG12
CTID93869731,2016-11-08,8477-4051-5606-6540,5495,SEG25
CTID24471044,2016-05-14,6292-8171-2649-5336,1440,SEG11
CTID22075052,2016-08-29,8578-3662-1951-5720,1442,SEG13
CTID14596917,2016-02-18,9304-8255-4381-2028,24969,SEG14
CTID20394865,2016-01-16,5583-9751-6086-5673,36866,SEG20
CTID20621077,2016-07-26,9386-8854-6115-4075,2315,SEG23
CTID94653192,2016-07-07,2370-4593-4826-2349,33976,SEG15
CTID29029258,2016-02-08,3467-4873-4196-4795,6794,SEG14
CTID78253105,2016-02-21,8757-6814-8721-3839,37228,SEG12
CTID70573001,2016-01-30,8272-7202-4112-6502,20909,SEG18
CTID30295765,2016-12-17,4587-3535-8224-4301,20348,SEG19
CTID93048114,2016-01-19,3440-1978-8156-5313,22103,SEG24
CTID63899485,2016-07-30,6699-2639-4522-6219,34639,SEG23
CTID68454640,2016-02-29,8138-6235-7062-6142,8135,SEG13
CTID74850529,2016-06-18,3323-8332-7133-7008,17656,SEG12
CTID99827163,2016-08-11,4806-6889-9908-7496,29551,SEG22
CTID48614634,2016-07-22,7214-4915-6387-5429,22318,SEG13
CTID97760025,2016-05-25,3594-2190-6052-1265,32239,SEG22
CTID68660526,2016-04-24,1616-5911-1676-5466,44241,SEG20
CTID56692687,2016-12-15,3620-5235-2101-3391,2211,SEG22
CTID35697785,2016-02-18,8486-4186-7122-3452,42482,SEG19
CTID90576734,2016-07-20,5556-4557-4566-1540,18026,SEG15
CTID79972769,2016-06-25,6258-3903-6637-5620,5688,SEG15
CTID58937129,2016-06-29,1947-8327-3848-6581,8695,SEG18
CTID15988631,2016-10-22,6570-8163-4369-9734,6051,SEG21
CTID86978445,2016-12-17,3594-2190-6052-1265,18008,SEG16
CTID81606472,2016-04-27,5957-5032-1448-8189,37227,SEG23
CTID95096937,2016-03-26,9302-6470-7735-6371,18886,SEG18
CTID39632693,2016-02-18,1825-7669-6621-9045,45961,SEG11
CTID85821523,2016-02-12,3440-3330-5015-4988,9318,SEG25
CTID51874308,2016-09-10,7726-3678-8092-6414,40568,SEG18
CTID93367922,2016-01-27,5254-4916-6547-4795,39252,SEG12
CTID61115920,2016-05-28,8477-4051-5606-6540,1416,SEG18
CTID37446813,2016-06-25,4203-1225-4528-2939,36200,SEG15
CTID66905244,2016-04-03,2595-7800-1142-5225,40756,SEG16
CTID39801037,2016-04-02,4138-5166-7490-1188,9023,SEG19
CTID26100415,2016-07-24,6540-2862-2962-5109,15209,SEG18
CTID37126073,2016-10-01,5349-1963-8417-8327,34204,SEG18
CTID66880370,2016-11-05,8138-6235-7062-6142,44556,SEG17
CTID36199694,2016-08-30,5619-4425-5473-6565,35276,SEG25
CTID39284328,2016-08-08,3708-8801-1521-8042,48595,SEG15
CTID64525500,2016-10-04,4663-3168-7059-6778,8939,SEG21
CTID32084551,2016-09-09,2834-5946-1542-4074,46344,SEG17
CTID32735063,2016-12-16,7811-4511-7664-6960,41770,SEG25
CTID46336699,2016-12-03,9207-1270-6690-4905,46094,SEG13
CTID78951515,2016-05-14,4563-2673-5152-4847,37522,SEG25
CTID73208658,2016-03-17,4563-2673-5152-4847,4137,SEG22
CTID49691904,2016-03-25,5619-4425-5473-6565,35542,SEG14
CTID48617967,2016-01-17,3440-3330-5015-4988,41667,SEG19
CTID15245817,2016-09-18,5283-6135-5709-4452,10739,SEG19
CTID25686676,2016-10-28,2370-4593-4826-2349,33500,SEG16
CTID74536098,2016-12-27,7017-9570-4103-5076,34013,SEG16
CTID65161599,2016-10-21,9376-8684-9599-2988,2544,SEG21
CTID48728970,2016-11-09,9930-4634-8565-6716,29872,SEG11
CTID94306171,2016-02-25,8769-1185-5731-6569,13559,SEG17
CTID47035104,2016-06-25,1290-5480-3763-3387,26123,SEG25
CTID59553475,2016-02-17,6770-3803-2120-3012,32320,SEG19
CTID59468912,2016-09-10,8467-5358-5569-3718,42854,SEG14
CTID56649304,2016-11-25,1336-9200-1264-2551,32974,SEG24
CTID55513781,2016-04-26,9391-7086-9113-4893,15458,SEG25
CTID96769379,2016-04-20,7306-7457-8875-3211,20777,SEG20
CTID47127331,2016-03-28,4819-6940-5506-8061,11447,SEG18
CTID96027988,2016-10-22,8106-9789-1679-2552,6946,SEG23
CTID31187669,2016-09-03,2495-1344-4998-6045,28610,SEG16
CTID88662888,2016-09-08,1750-2387-4085-7042,34442,SEG21
CTID98329590,2016-05-07,9083-6711-4313-1181,5859,SEG22
CTID96649153,2016-11-19,3969-9181-6385-4422,20649,SEG24
CTID45225576,2016-02-12,1749-4777-2532-7766,23952,SEG11
CTID47823308,2016-01-20,1556-5778-6667-4345,38473,SEG22
CTID18219355,2016-02-18,2158-2612-7934-6228,1801,SEG21
CTID78845019,2016-06-22,1123-9777-7335-9167,1711,SEG23
CTID32182148,2016-03-07,3440-1978-8156-5313,20052,SEG14
CTID64122278,2016-02-11,9843-6858-7863-1891,13340,SEG19
CTID42583443,2016-04-06,5695-2379-4433-2485,33288,SEG11
CTID69060599,2016-01-28,1466-1600-9312-7604,22926,SEG12
CTID20403421,2016-01-31,7447-6644-5678-8061,14469,SEG24
CTID57783892,2016-05-31,2570-5181-2062-7588,28067,SEG25
CTID13382983,2016-08-16,4661-5769-5059-2114,15550,SEG24
CTID44682357,2016-03-14,6876-7378-4945-3251,15552,SEG12
CTID49224104,2016-10-22,5936-1967-4966-6077,34705,SEG23
CTID57008938,2016-09-21,5092-6820-3830-6560,26613,SEG17
CTID75660377,2016-09-06,1992-1719-3506-9652,44352,SEG15
CTID51707160,2016-08-17,6574-5513-6101-1905,28039,SEG11
CTID37285984,2016-05-31,6994-7925-9044-3458,34968,SEG21
CTID67873602,2016-01-20,8869-7604-9618-3740,25482,SEG11
CTID80622775,2016-05-26,4661-5769-5059-2114,30826,SEG21
CTID20053555,2016-04-17,8691-3939-1859-5937,25780,SEG16
CTID43477812,2016-01-17,8031-9022-9952-9605,6487,SEG18
CTID54093588,2016-12-15,3573-2839-9869-7747,14857,SEG17
CTID76698352,2016-04-16,4040-7464-4000-3447,30673,SEG18
CTID12997986,2016-07-10,5864-4475-3659-1440,455,SEG20
CTID48500893,2016-10-28,7334-1842-5941-2149,16118,SEG17
CTID25527204,2016-12-12,4834-4297-3113-9327,3579,SEG14
CTID95895339,2016-08-05,2347-2804-9899-1830,44267,SEG22
CTID84532889,2016-04-05,6071-3874-2856-8755,28585,SEG14
CTID93028725,2016-08-17,5262-2954-4306-9001,11939,SEG24
CTID59224146,2016-04-24,8361-7488-5303-1801,17304,SEG24
CTID64332454,2016-11-04,5731-9804-7859-1641,39519,SEG18
CTID87745443,2016-07-30,4246-1369-3659-8804,47320,SEG14
CTID16478308,2016-08-29,6025-2610-4001-6680,37628,SEG11
CTID92436515,2016-02-05,8138-6235-7062-6142,7897,SEG12
CTID41233794,2016-08-18,1350-6303-6190-5958,7872,SEG22
CTID53898535,2016-10-12,4587-3535-8224-4301,5213,SEG21
CTID49102293,2016-09-12,7296-3224-2880-5747,41099,SEG16
CTID74523416,2016-11-29,2854-6117-5924-2770,6904,SEG20
CTID53713187,2016-07-11,4294-8894-4829-7801,16603,SEG16
CTID54269106,2016-09-18,8259-5688-7450-9931,25004,SEG23
CTID72599787,2016-11-20,7326-9558-4788-5128,12797,SEG12
CTID29142680,2016-03-20,2724-3903-7331-7820,23871,SEG23
CTID93109143,2016-02-17,7416-4529-6690-5703,23327,SEG15
CTID49771065,2016-06-11,8462-5562-6993-2745,5850,SEG12
CTID33319017,2016-06-29,8582-2422-3251-5767,522,SEG11
CTID50831388,2016-04-02,9873-6894-5872-1884,18395,SEG14
CTID91685335,2016-11-17,5618-9718-9367-2102,32016,SEG21
CTID28378915,2016-12-19,2116-6906-9722-9824,34317,SEG14
CTID64989870,2016-01-26,1127-9633-2269-3119,38250,SEG15
CTID42926121,2016-04-23,3295-6390-4452-7199,21890,SEG19
CTID92806334,2016-09-02,3970-3872-2591-7629,9645,SEG23
CTID77436757,2016-02-27,3545-8540-7402-9523,15884,SEG11
CTID66503605,2016-06-28,1693-2036-4352-9386,43041,SEG20
CTID92439353,2016-01-17,8159-1257-4706-7544,5079,SEG11
CTID97037544,2016-02-27,8725-3610-8060-2617,42861,SEG16
CTID91795505,2016-06-21,7752-7762-8832-3142,5983,SEG25
CTID60062298,2016-01-19,1947-8602-1695-7503,11988,SEG16
CTID33884123,2016-06-28,8462-5562-6993-2745,19425,SEG13
CTID29107784,2016-09-05,4806-6889-9908-7496,41712,SEG19
CTID90407194,2016-12-24,8481-9097-2828-9363,34063,SEG15
CTID37270408,2016-09-27,6620-4005-4574-6263,23083,SEG18
CTID79043094,2016-06-25,2219-4852-5937-6242,48515,SEG17
CTID55353776,2016-03-28,1655-7617-4318-5963,31519,SEG22
CTID94280984,2016-12-30,3525-9763-6876-7431,47741,SEG25
CTID65728203,2016-01-20,4349-5976-1214-5524,33016,SEG22
CTID14050959,2016-03-07,6479-5593-2105-9060,22231,SEG12
CTID33949248,2016-11-26,4864-7119-5608-7611,41068,SEG18
CTID91147672,2016-04-16,6385-4594-8055-9081,21560,SEG22
CTID41032989,2016-01-28,4530-1687-6778-1250,2626,SEG24
CTID92720775,2016-04-25,5991-4421-8476-3804,38039,SEG11
CTID56311540,2016-06-05,9779-2601-5260-2896,37067,SEG13
CTID58897926,2016-03-04,4679-5406-6408-1233,37613,SEG17
CTID88323315,2016-10-10,1466-1600-9312-7604,20210,SEG18
CTID68605227,2016-06-25,7362-1637-8977-1963,1328,SEG16
CTID98132562,2016-06-01,6574-5513-6101-1905,19189,SEG24
CTID64779935,2016-05-03,5533-2042-7236-9790,14927,SEG15
CTID43243949,2016-08-08,1683-2865-3396-4925,14228,SEG17
CTID97795453,2016-08-12,5563-4162-6828-9835,43636,SEG12
CTID49783148,2016-08-23,8462-5562-6993-2745,16041,SEG17
CTID95428747,2016-02-29,8486-4186-7122-3452,48641,SEG12
CTID28733062,2016-12-14,2830-1922-3225-5423,20659,SEG18
CTID44056969,2016-03-27,8528-6154-7390-5081,20223,SEG20
CTID22673309,2016-08-25,7815-7711-6866-1320,13938,SEG15
CTID81576896,2016-06-11,1749-4777-2532-7766,32845,SEG23
CTID47496374,2016-03-08,1683-2865-3396-4925,15081,SEG25
CTID39690879,2016-02-14,9991-4727-7710-2269,1396,SEG21
CTID97892370,2016-04-09,5144-5591-4640-2208,6831,SEG22
CTID20314605,2016-03-10,9635-4234-8168-7095,45136,SEG19
CTID34257284,2016-02-18,4783-2852-8264-4966,29700,SEG15
CTID96640576,2016-05-10,4334-6855-2003-9239,30819,SEG19
CTID87828898,2016-07-03,5778-9566-9086-7555,18711,SEG14
CTID95497865,2016-02-21,7212-8665-7734-5918,39365,SEG22
CTID42501658,2016-05-24,4203-1225-4528-2939,26759,SEG25
CTID59678225,2016-05-27,5092-6820-3830-6560,22725,SEG17
CTID57903769,2016-11-12,5010-4875-7956-3628,25235,SEG13
CTID87120182,2016-12-08,6075-5795-3555-1281,16315,SEG21
CTID36188320,2016-10-03,8836-7078-5752-6312,46338,SEG21
CTID45416181,2016-05-16,1466-1600-9312-7604,45528,SEG23
CTID52630594,2016-04-06,1683-2865-3396-4925,44930,SEG12
CTID86013786,2016-01-20,8214-9590-3044-1216,5605,SEG24
CTID11664072,2016-05-23,2570-5181-2062-7588,36248,SEG23
CTID92874034,2016-08-14,7662-3108-4951-8587,49206,SEG13
CTID95119682,2016-10-17,5674-3252-5805-3288,37869,SEG15
CTID34386794,2016-10-31,5088-4839-2639-6414,17960,SEG20
CTID53373311,2016-02-04,3440-1978-8156-5313,5746,SEG23
CTID27387985,2016-08-21,1893-8853-9900-8478,13611,SEG11
CTID99006447,2016-10-05,3226-1711-7076-2949,34792,SEG19
CTID21892945,2016-05-24,9369-6196-2597-1730,37329,SEG19
CTID25386260,2016-01-03,9540-8558-5897-5046,9267,SEG14
CTID45069761,2016-05-31,5341-5445-8369-7039,4132,SEG18
CTID65532310,2016-12-26,2357-9896-6403-5970,18302,SEG17
CTID19991172,2016-08-14,1175-3754-1370-5515,3824,SEG18
CTID45851670,2016-01-25,4991-3814-8016-9048,33524,SEG24
CTID61281202,2016-10-04,7908-3850-6633-2606,6236,SEG16
CTID57499098,2016-12-19,8305-2272-4553-4911,28567,SEG11
CTID77367446,2016-06-29,2463-9055-1240-3878,483,SEG12
CTID22911211,2016-08-24,1175-3754-1370-5515,31078,SEG25
CTID85343311,2016-09-21,8262-8743-6406-7105,38630,SEG24
CTID42869456,2016-02-29,2568-8047-9427-1704,44872,SEG16
CTID74099283,2016-10-07,2949-1972-1300-6680,4368,SEG16
CTID56369038,2016-07-01,4246-1369-3659-8804,16628,SEG20
CTID20000350,2016-11-29,4803-9564-9708-3189,48076,SEG21
CTID24569071,2016-08-14,7726-3678-8092-6414,48432,SEG25
CTID38268118,2016-05-05,5778-9566-9086-7555,48086,SEG19
CTID20735270,2016-10-18,4783-2852-8264-4966,6523,SEG17
CTID65364343,2016-06-25,6620-4005-4574-6263,22142,SEG24
CTID99809478,2016-05-27,4933-8895-6001-8577,18874,SEG11
CTID65097024,2016-07-10,2495-1344-4998-6045,10510,SEG19
CTID56929860,2016-11-01,1655-7617-4318-5963,3197,SEG25
CTID98617740,2016-03-02,4679-8417-8700-1213,46474,SEG12
CTID32642514,2016-10-01,9356-9491-6534-8313,13836,SEG19
CTID50618304,2016-03-15,9304-4488-7872-2868,19525,SEG12
CTID19326223,2016-12-12,7430-6895-6227-4665,32436,SEG15
CTID61183300,2016-01-21,7504-5906-9389-8905,44004,SEG18
CTID71281587,2016-11-09,4679-5406-6408-1233,528,SEG15
CTID40804765,2016-04-02,7583-5046-7750-5578,13848,SEG19
CTID29020781,2016-04-04,8638-5407-3631-8196,48771,SEG21
CTID39891855,2016-03-14,1749-4777-2532-7766,11595,SEG18
CTID69656528,2016-04-16,6272-7021-2748-1471,41830,SEG18
CTID78309552,2016-12-07,6620-4005-4574-6263,28094,SEG23
CTID85414529,2016-05-08,5384-8278-5616-5502,29822,SEG15
CTID98566310,2016-05-15,9074-3311-4009-9836,37114,SEG22
CTID46114009,2016-01-11,5993-5660-3442-6277,15433,SEG15
CTID29993543,2016-06-15,7908-2695-7391-7499,38959,SEG14
CTID24143551,2016-06-02,3620-5235-2101-3391,2070,SEG24
CTID14773117,2016-06-01,1536-9786-1960-7400,48829,SEG13
CTID84782204,2016-09-05,1187-8674-2708-3972,43857,SEG20
CTID51891833,2016-03-03,8272-7202-4112-6502,34727,SEG13
CTID30849848,2016-10-29,3467-3224-2464-5799,27290,SEG18
CTID59998647,2016-04-29,6015-9255-9994-6771,39840,SEG24
CTID24257032,2016-11-15,7430-6895-6227-4665,22693,SEG20
CTID31570221,2016-12-05,6042-2856-7280-2925,29932,SEG17
CTID65942918,2016-08-21,9873-6894-5872-1884,39887,SEG18
CTID95780428,2016-05-20,7558-5459-8235-5737,48301,SEG13
CTID28350944,2016-03-24,5734-5619-8469-4044,30400,SEG15
CTID23594245,2016-08-23,6042-2856-7280-2925,1910,SEG17
CTID94791077,2016-02-10,2595-8621-2855-9119,2584,SEG14
CTID95664334,2016-02-28,8951-3220-4809-9797,17166,SEG20
CTID87478583,2016-03-25,2495-1344-4998-6045,13725,SEG25
CTID42738523,2016-10-21,8106-9789-1679-2552,25256,SEG12
CTID90509044,2016-11-30,8578-3662-1951-5720,45278,SEG18
CTID41931873,2016-06-09,5982-5047-2653-9052,2856,SEG17
CTID84579664,2016-06-27,7633-7985-2079-2990,29746,SEG24
CTID87445854,2016-06-10,9946-6939-3033-9593,1785,SEG19
CTID59606220,2016-03-27,5283-6135-5709-4452,34993,SEG21
CTID67437509,2016-01-13,7296-3224-2880-5747,585,SEG22
CTID40121488,2016-09-19,7276-7349-6334-3809,12568,SEG16
CTID12434010,2016-09-16,8287-3054-9804-9342,25269,SEG25
CTID36691365,2016-04-15,9161-8723-1217-5269,29935,SEG22
CTID75444834,2016-04-14,7725-3576-5626-3317,34214,SEG22
CTID69045075,2016-07-11,3168-6552-9936-1500,48070,SEG20
CTID49080478,2016-09-08,6697-9358-9213-4896,29151,SEG12
CTID23071954,2016-07-13,5580-3409-5276-9882,28934,SEG24
CTID59015118,2016-05-31,6575-1457-7757-9141,25375,SEG15
CTID71699529,2016-07-13,1750-2387-4085-7042,30325,SEG24
CTID61638782,2016-04-25,2447-6299-5016-4953,1239,SEG20
CTID31703541,2016-10-26,4803-9564-9708-3189,29642,SEG11
CTID60400533,2016-07-18,3158-1638-7701-9309,39034,SEG12
CTID81988542,2016-06-05,2495-1344-4998-6045,28996,SEG11
CTID60038194,2016-08-31,4354-1258-5178-5618,20858,SEG22
CTID69599722,2016-07-10,1585-2708-4693-1454,14167,SEG14
CTID89622066,2016-11-25,5587-7265-8118-7718,18994,SEG16
CTID60614984,2016-10-04,5251-7364-6702-5590,31255,SEG21
CTID98655628,2016-06-11,4784-5120-3581-6184,39502,SEG15
CTID82724810,2016-05-02,3146-4961-6964-4229,5650,SEG19
CTID52855804,2016-03-04,9635-4234-8168-7095,20180,SEG23
CTID62862347,2016-10-02,1123-9777-7335-9167,12151,SEG16
CTID32927215,2016-06-17,6001-5945-4665-4926,30932,SEG23
CTID97034999,2016-04-23,3140-6494-9869-5893,30197,SEG18
CTID87553644,2016-01-21,2463-9055-1240-3878,41459,SEG12
CTID47753198,2016-11-12,6271-9924-3653-8913,43672,SEG23
CTID48321183,2016-12-03,4349-5976-1214-5524,17773,SEG24
CTID90749398,2016-02-27,3440-3330-5015-4988,20554,SEG15
CTID49023086,2016-01-28,5674-3252-5805-3288,17434,SEG24
CTID71989715,2016-03-09,7164-1323-2737-4112,7279,SEG18
CTID29703746,2016-05-21,2056-7091-8023-1914,9950,SEG23
CTID23881914,2016-06-16,6429-7684-3108-1910,15744,SEG16
CTID16671690,2016-09-16,4959-5036-1379-1303,29054,SEG16
CTID36499335,2016-04-08,1559-8764-1659-4317,20711,SEG12
CTID92962736,2016-12-11,9310-6095-5617-9905,25557,SEG24
CTID67537361,2016-09-09,1410-9622-6092-3445,27241,SEG13
CTID73231363,2016-07-30,8839-9467-3960-3997,49575,SEG23
CTID19901509,2016-11-22,9391-7086-9113-4893,5708,SEG24
CTID64411849,2016-04-07,4610-9984-7768-4610,39612,SEG20
CTID95509208,2016-11-30,5092-6820-3830-6560,48889,SEG17
CTID65322434,2016-09-04,3414-4178-9784-9954,762,SEG15
CTID82610863,2016-07-20,7558-5459-8235-5737,28014,SEG18
CTID95477236,2016-10-16,9360-2827-9359-7064,49553,SEG21
CTID55277555,2016-10-23,5564-7149-9280-5472,40162,SEG14
CTID82694474,2016-03-18,4294-8894-4829-7801,18697,SEG11
CTID22780055,2016-12-15,8950-6403-2080-8100,29301,SEG24
CTID86611802,2016-01-15,3697-6001-4909-5350,28218,SEG25
CTID78380185,2016-05-22,7306-7457-8875-3211,7418,SEG24
CTID82429940,2016-11-06,7017-9570-4103-5076,678,SEG13
CTID28307081,2016-02-22,8691-3939-1859-5937,5253,SEG20
CTID21103852,2016-04-06,5092-6820-3830-6560,13573,SEG21
CTID67921345,2016-01-28,9930-4634-8565-6716,2072,SEG20
CTID76098026,2016-04-29,3323-8332-7133-7008,41629,SEG16
CTID41367247,2016-04-06,2495-1344-4998-6045,21052,SEG15
CTID94173950,2016-10-08,7697-2274-6431-6408,30970,SEG21
CTID54917239,2016-05-08,5094-8484-5014-6152,8930,SEG19
CTID59450614,2016-01-11,2422-2354-4628-4556,29522,SEG23
CTID11859335,2016-04-12,1259-5241-3561-1773,20275,SEG21
CTID11974149,2016-07-22,3362-7342-4639-8164,46711,SEG13
CTID87824751,2016-10-31,4843-3880-6792-2259,34829,SEG24
CTID49570751,2016-10-24,7382-8932-9683-9480,26885,SEG13
CTID63264023,2016-09-16,8467-5358-5569-3718,5640,SEG21
CTID64975092,2016-04-28,6750-4821-2334-9977,27293,SEG13
CTID17653307,2016-04-11,4448-9587-7180-9589,12669,SEG15
CTID79188033,2016-05-31,5540-8588-7666-7798,46161,SEG21
CTID77580977,2016-06-26,1909-6288-2284-5317,8590,SEG19
CTID82021640,2016-03-06,6042-2856-7280-2925,36436,SEG24
CTID66515376,2016-02-01,3925-8607-7303-7699,33001,SEG15
CTID60628845,2016-12-30,8486-4186-7122-3452,39842,SEG11
CTID55082313,2016-03-31,3405-7202-8402-5988,46333,SEG13
CTID76344871,2016-02-03,1629-9566-3285-2123,4178,SEG22
CTID39560324,2016-03-22,1355-1728-8274-9593,3704,SEG25
CTID23877141,2016-05-10,9946-6939-3033-9593,42714,SEG17
CTID73107131,2016-12-05,4818-7275-3513-3939,3850,SEG24
CTID48627023,2016-04-18,3140-6494-9869-5893,16569,SEG21
CTID55300686,2016-01-04,6540-2862-2962-5109,24534,SEG14
CTID42645120,2016-11-27,7843-4724-2851-6218,19680,SEG16
CTID90011428,2016-09-08,5341-5445-8369-7039,26228,SEG16
CTID58341572,2016-05-05,8590-6850-6104-5846,40971,SEG11
CTID61031093,2016-05-08,5145-7864-6575-8768,2557,SEG25
CTID13802576,2016-04-15,9322-7578-8781-2684,46576,SEG23
CTID75276347,2016-04-16,6262-7793-5307-8561,28597,SEG17
CTID83636246,2016-11-05,5002-6349-2806-2942,45415,SEG20
CTID52255821,2016-07-24,7633-7985-2079-2990,12189,SEG25
CTID89163962,2016-07-28,8783-7271-8493-7931,8720,SEG17
CTID22241342,2016-05-01,4448-9587-7180-9589,15684,SEG23
CTID81740068,2016-07-31,7447-6644-5678-8061,19784,SEG25
CTID44259936,2016-05-11,2271-9253-1553-2843,33834,SEG20
CTID39083332,2016-01-13,5731-9804-7859-1641,33691,SEG15
CTID81146545,2016-07-09,5384-8278-5616-5502,2951,SEG25
CTID30019106,2016-02-13,1113-9175-3253-8426,14157,SEG20
CTID67424740,2016-09-04,5984-2442-3351-3695,24864,SEG18
CTID29953390,2016-09-07,6699-2639-4522-6219,47819,SEG19
CTID87566136,2016-08-14,5296-2987-4365-6870,24913,SEG25
CTID27114527,2016-01-06,8522-7783-9262-6673,8207,SEG13
CTID73586950,2016-03-10,3697-6001-4909-5350,20154,SEG11
CTID42643103,2016-02-06,4349-5976-1214-5524,47857,SEG12
CTID16144548,2016-03-25,4349-5976-1214-5524,23407,SEG24
CTID35712585,2016-02-28,1947-8602-1695-7503,21709,SEG15
CTID24261179,2016-05-28,4246-1369-3659-8804,22625,SEG15
CTID20212263,2016-11-11,9132-7052-6630-5540,49432,SEG12
CTID38100480,2016-04-19,6171-3568-7740-8072,8894,SEG21
CTID80683591,2016-12-27,3414-4178-9784-9954,3346,SEG24
CTID58867666,2016-02-24,1825-7669-6621-9045,8349,SEG18
CTID91351890,2016-08-30,1749-4777-2532-7766,35106,SEG18
CTID39688607,2016-05-28,9322-7578-8781-2684,48998,SEG25
CTID19590049,2016-09-05,6785-6309-6247-3002,46911,SEG15
CTID60880665,2016-10-15,8002-6041-9878-5658,15654,SEG15
CTID89313443,2016-09-22,3158-1638-7701-9309,48442,SEG19
CTID80906737,2016-08-23,5384-8278-5616-5502,49489,SEG14
CTID66172939,2016-02-09,3620-5235-2101-3391,34970,SEG22
CTID52508238,2016-04-25,6429-7684-3108-1910,5080,SEG13
CTID12210128,2016-06-15,1782-8675-4061-3666,18354,SEG23
CTID27136287,2016-05-01,6770-3803-2120-3012,48715,SEG13
CTID42038513,2016-01-30,6815-5139-5546-1802,791,SEG24
CTID15675530,2016-04-29,7199-4140-9327-8875,34206,SEG22
CTID42466859,2016-02-06,5590-1294-8800-2874,11747,SEG20
CTID49914984,2016-12-18,1782-5331-5899-1813,24241,SEG13
CTID70812349,2016-09-12,5747-7372-2770-2325,17465,SEG24
CTID18190266,2016-09-30,3594-2190-6052-1265,33124,SEG12
CTID96328324,2016-12-20,4027-9234-2261-8201,11158,SEG18
CTID74122546,2016-02-16,9248-9032-8076-1225,49930,SEG16
CTID53116801,2016-01-06,4937-6752-6970-3163,29915,SEG25
CTID52965891,2016-05-01,8138-6235-7062-6142,46690,SEG21
CTID43119103,2016-04-28,1765-4019-5141-9230,7747,SEG22
CTID13728674,2016-06-05,4661-5769-5059-2114,6387,SEG15
CTID55348896,2016-04-02,6042-2856-7280-2925,14961,SEG22
